,fips,CFR,popdensity,percminor,percold,CCVI
503,22119,0.032258065,65.4,0.354940976,0.336615289,7
504,22121,0.151960784,137.4,0.408710788,0.269156544,8
505,22123,0.026086957,30.5,0.172190858,0.326534329,7
506,22125,0.060606061,38.3,0.452652005,0.287322122,8
507,22127,0.014018692,14.9,0.323333805,0.316824678,7
508,23001,0.009324009,230.1,0.058340066,0.321483298,2
509,23005,0.039446367,351.5,0.058312355,0.331363245,1
510,23011,0.066176471,140.7,0.023180951,0.358846031,1
511,23019,0.019607843,44.5,0.034461534,0.338665484,1
512,23031,0.024663677,208.2,0.0280077,0.366796134,1
513,24001,0.090909091,167.3,0.097442762,0.335272983,3
514,24003,0.041882556,1388.4,0.229708123,0.279767929,1
515,24005,0.058725762,1384.6,0.369608332,0.309196541,3
516,24510,0.044559585,7443.7,0.666068598,0.267081055,6
517,24009,0.055702918,431.6,0.158755693,0.30024021,1
518,24011,0.007067138,104.3,0.167697574,0.307140283,5
519,24013,0.105527638,376.3,0.063017651,0.318911826,1
520,24015,0.067264574,297,0.092923969,0.305768969,2
521,24017,0.065149137,352.8,0.541432667,0.258019975,2
522,24019,0.024242424,59.2,0.309769361,0.371585724,5
523,24021,0.049457701,387.2,0.160056015,0.279982632,1
524,24025,0.056751468,581,0.183342784,0.305702563,1
525,24027,0.031847134,1289,0.400605206,0.26867288,1
526,24029,0.12371134,70,0.16824021,0.422380436,2
527,24031,0.050671729,2142.6,0.367709609,0.28655563,3
528,24033,0.035714286,1883.8,0.710353368,0.262454526,4
529,24035,0.06557377,135.1,0.083441126,0.345585162,1
530,24037,0.068728522,315.4,0.185365334,0.261103813,1
531,24041,0.037383178,137.7,0.151347111,0.446034408,2
532,24043,0.037996546,329.7,0.146124591,0.306799359,4
533,24045,0.034079844,275.6,0.309869664,0.285847183,4
534,24047,0.065637066,110.7,0.152441966,0.439515273,2
535,25001,0.087306917,542,0.059897944,0.482004376,1
536,25003,0.07253886,136.3,0.057769019,0.395051762,2
537,25005,0.065362776,1019.7,0.091476928,0.309821248,5
538,25009,0.067255391,1605.2,0.122039416,0.313405123,5
539,25011,0.144475921,101.5,0.042402379,0.389498753,6
540,25013,0.098628448,762.2,0.147933912,0.304670859,4
541,25015,0.111231102,306,0.097883549,0.304694617,2
542,25017,0.075903044,1974.4,0.192704714,0.282067289,3
543,25021,0.1003156,1780.8,0.200339388,0.307968097,2
544,25023,0.073543233,786.1,0.135907452,0.329995059,3
545,25025,0.049187959,13882.2,0.354524981,0.223705856,4
546,25027,0.072637812,549.9,0.119474411,0.298878603,4
547,26005,0.020905923,142.2,0.032873934,0.310601993,4
548,26007,0.113043478,49.6,0.018653032,0.406664316,3
549,26017,0.076719577,235,0.032341253,0.35675452,5
550,26021,0.064261556,271.5,0.180120798,0.343918879,6
551,26023,0.024319066,86.1,0.036816285,0.327197286,6
552,26025,0.055441478,190.4,0.151910594,0.31658822,7
553,26027,0.034782609,105.4,0.074497125,0.367142276,6
554,26037,0.057894737,140.1,0.044383099,0.311627086,5
555,26045,0.027131783,190.9,0.101888442,0.331733834,5
556,26049,0.109175377,638.8,0.221505952,0.318175339,4
557,26059,0.137362637,76.5,0.018645216,0.349821854,7
558,26065,0.035151515,526.4,0.205188993,0.248576357,2
559,26067,0.02173913,112.4,0.05928983,0.282868712,5
560,26069,0.089285714,45.7,0.027510865,0.477173956,7
561,26075,0.025316456,226.3,0.096950694,0.32294441,4
562,26077,0.065968586,471.6,0.154687205,0.266428814,3
563,26081,0.02595659,771.9,0.149131367,0.260383367,3
564,26087,0.073076923,136.9,0.024798928,0.345810424,5
565,26091,0.010799136,131.1,0.042547778,0.333492765,5
566,26093,0.050877193,338.3,0.022324604,0.332102665,3
567,26099,0.122482532,1825.4,0.16895282,0.313494345,6
568,26111,0.058823529,161.2,0.045367689,0.32866637,1
569,26115,0.036842105,273.8,0.038540538,0.336136241,6
570,26121,0.056603774,347.7,0.160206927,0.312665622,6
572,26125,0.094316273,1451.3,0.22624029,0.31093765,2
573,26127,0.026086957,52,0.033502347,0.361502347,10
574,26137,0.076335878,47.9,0.024934117,0.362740726,5
575,26139,0.053854277,515.5,0.056187047,0.270150158,5
576,26145,0.102497847,238.5,0.216226415,0.334072327,6
577,26155,0.101886792,128.5,0.019782379,0.337414946,5
578,26147,0.088291747,220.9,0.038930066,0.346969003,6
579,26149,0.016129032,121.9,0.039480366,0.321429156,7
580,26157,0.123222749,65.4,0.023649935,0.364479397,7
581,26159,0.033980583,124.2,0.061048669,0.333938607,9
582,26161,0.053519769,525.5,0.226726116,0.251960438,1
583,26163,0.122478915,2865.5,0.431772064,0.287329387,8
584,27003,0.051136364,836.4,0.127329974,0.280631294,2
585,27009,0.015544041,99.3,0.065433469,0.259588112,7
586,27013,0.012269939,90.2,0.071855488,0.246978213,1
587,27019,0.007380074,292.2,0.058425317,0.253536905,1
588,27027,0.071146245,61.2,0.073629896,0.239949965,6
590,27037,0.042774566,756.8,0.131356321,0.278449919,2
592,27053,0.070032098,2275,0.226664009,0.26681954,1
593,27067,0.001831502,53.8,0.079850659,0.33232995,2
594,27083,0.009345794,35.9,0.090444418,0.287135667,6
595,27091,0.034965035,27.8,0.021885267,0.393682082,5
596,27099,0.003072197,56.2,0.097373222,0.312464072,5
597,27105,0.003703704,30.7,0.140622149,0.285486225,5
598,27109,0.015424165,239.2,0.136027694,0.285569854,1
599,27123,0.04759519,3614.8,0.293546101,0.265951182,2
600,27131,0.004322767,134.2,0.090404822,0.283075027,3
601,27139,0.007462687,413.4,0.125233239,0.230572462,3
602,27141,0.007490637,221.8,0.048679662,0.235265942,1
603,27137,0.113821138,32,0.053721077,0.343852939,2
604,27145,0.009013283,118.6,0.099575526,0.27357211,1
606,27153,0.00536193,26,0.022821577,0.372101538,7
607,27163,0.046307885,674.5,0.117985656,0.289177125,4
608,27171,0.005291005,206.1,0.035079098,0.248502006,2
609,28001,0.075221239,67.5,0.543632983,0.341529879,6
610,28007,0.069277108,25,0.441873128,0.321426627,10
611,28011,0.06185567,35.7,0.65292184,0.281715763,9
612,28015,0.090163934,15.8,0.335384926,0.396630007,9
613,28017,0.095238095,34.2,0.455768447,0.29969134,9
614,28021,0.057142857,18.5,0.873694735,0.281159742,10
615,28023,0.126506024,22.6,0.353947706,0.35023071,5
616,28025,0.034482759,47.3,0.596719282,0.326369545,6
617,28027,0.026666667,41,0.778504508,0.283321549,9
618,28029,0.014563107,36.7,0.526013383,0.316294713,10
619,28031,0.014563107,45.6,0.369490267,0.300058346,9
620,28033,0.01810585,382.2,0.309992802,0.246493151,3
621,28035,0.06020558,160.9,0.395543472,0.247467882,6
622,28043,0.024390244,49.9,0.436760864,0.31146996,7
623,28047,0.019073569,360,0.294589886,0.279259618,7
624,28049,0.020642202,272.6,0.738152983,0.266440306,6
625,28051,0.072186837,23.3,0.830666213,0.278799228,10
626,28057,0.077669903,44.1,0.078411362,0.300931241,6
627,28059,0.04359673,198.2,0.248895496,0.29498803,4
628,28061,0.020304569,24.3,0.539931824,0.345020696,8
629,28067,0.044267877,98.5,0.309723784,0.30040461,5
630,28069,0.071005917,13.1,0.649147302,0.329909245,9
631,28071,0.022099448,86.7,0.262497034,0.228386838,2
632,28073,0.020833333,125.6,0.228769997,0.255544702,3
633,28075,0.092478422,107,0.455594355,0.303530411,7
634,28077,0.008474576,28.9,0.330871136,0.325250903,9
635,28079,0.030800821,39,0.495628871,0.288362694,10
636,28081,0.03654485,189.4,0.317023075,0.273761179,5
637,28083,0.122282609,48.8,0.759258619,0.264428231,9
638,28085,0.097859327,58.4,0.311211811,0.307469668,7
639,28087,0.028391167,116.6,0.463261497,0.291175971,3
640,28089,0.033745782,147.8,0.416084446,0.26491527,3
641,28091,0.062068966,45.6,0.325429901,0.321707465,7
642,28093,0.028037383,50.2,0.484415108,0.324081126,8
643,28095,0.084745763,46.5,0.311944663,0.32909684,6
644,28099,0.056753689,51.1,0.394300429,0.281133047,10
645,28101,0.01863354,37.1,0.373688383,0.28615399,9
646,28103,0.028301887,15.2,0.727954438,0.303084955,10
647,28105,0.046831956,108.2,0.411661525,0.206536422,3
648,28107,0.031496063,49.9,0.505880976,0.291357013,9
649,28109,0.139013453,68.3,0.138877354,0.324570748,8
650,28113,0.045081967,96.7,0.547658165,0.297778227,7
651,28121,0.018552876,198.5,0.230360879,0.276214734,4
652,28123,0.017391304,46.4,0.403436207,0.279068123,10
653,28127,0.008403361,45.4,0.363517453,0.31769938,9
654,28129,0.061111111,25.2,0.243594551,0.335333083,7
655,28133,0.033057851,36.9,0.748591412,0.25475034,10
656,28137,0.007462687,71.1,0.320317118,0.296289857,9
657,28145,0.078431373,68.8,0.16940502,0.288191289,4
658,28147,0.00952381,35.8,0.447977878,0.335499482,9
659,28149,0.046332046,78.5,0.506605163,0.308861746,3
660,28151,0.030075188,62.2,0.735481437,0.299403058,9
661,28153,0.017994859,25,0.407281506,0.311705587,6
662,28155,0.073394495,23.3,0.198508378,0.320187985,6
663,28159,0.013333333,29.9,0.485439031,0.340820259,9
664,28161,0.050724638,26.5,0.39477082,0.346029697,10
665,28163,0.017241379,30.6,0.588324837,0.244406684,10
666,29007,0.008196721,36.8,0.082715032,0.313861736,4
667,29019,0.009302326,262.6,0.157412294,0.230788034,3
668,29021,0.002541296,217.1,0.088674623,0.294419167,6
669,29031,0.027777778,136.1,0.101139004,0.293969754,2
670,29037,0.070175439,150.6,0.061102959,0.308134992,4
671,29047,0.020134228,620.1,0.106131147,0.264952408,3
672,29071,0.107142857,112.4,0.020507379,0.325368959,6
673,29077,0.039823009,432.3,0.066901203,0.28388993,1
674,29095,0.025433526,1158.6,0.270736977,0.27946315,5
676,29099,0.046296296,341.7,0.023690979,0.297873384,6
678,29155,0.057692308,33,0.271693707,0.307645034,9
679,29169,0.009433962,95.1,0.179816972,0.171088553,9
680,29195,0.014814815,30.3,0.08525879,0.318453811,7
681,29201,0.068965517,91.6,0.130193978,0.314810963,7
682,29183,0.072984749,712.3,0.082025242,0.288337149,3
683,29189,0.089221984,1963.3,0.298463807,0.32239592,2
684,29510,0.063542136,4891.6,0.502440249,0.269312306,6
685,29207,0.059322034,35.5,0.021639389,0.339245361,8
686,30031,0.005319149,43,0.032562837,0.237655976,1
687,30111,0.027777778,60.8,0.065899823,0.303777391,1
688,31001,0.039568345,55.9,0.041699724,0.316968678,2
689,31019,0.005681818,51.2,0.038435957,0.258833014,2
690,31037,0.00618238,26.4,0.09999081,0.251079864,3
691,31043,0.018380241,76,0.14370363,0.253049843,7
692,31047,0.009467456,23.4,0.097346999,0.287991902,5
693,31053,0.004702194,69.6,0.040770841,0.323992281,4
694,31055,0.010406005,1725.9,0.172244567,0.246743579,2
695,31079,0.02851711,112.8,0.076565975,0.27071599,3
696,31109,0.00672495,378.8,0.103217429,0.251525505,2
697,31119,0.01179941,61.8,0.057837929,0.298005199,2
698,31141,0.001545595,49.5,0.038156041,0.308245661,2
699,31151,0.003846154,25,0.074703833,0.270174216,3
700,31153,0.007717751,771.8,0.080478589,0.229758374,1
701,31157,0.011299435,48.7,0.056656201,0.325655061,2
702,32510,0.040650407,383.1,0.08275887,0.34881077,5
703,32003,0.042994895,282.8,0.260377649,0.265655814,7
704,32031,0.03544683,73.9,0.117719304,0.295483483,2
705,33011,0.069186635,474,0.080183602,0.306641589,1
706,33013,0.045918367,161.8,0.043557949,0.337420268,1
707,33015,0.05579096,445,0.036742826,0.344561027,1
708,33017,0.046594982,352.6,0.05473134,0.286132677,1
709,34001,0.072086504,477.6,0.266116363,0.329606034,6
710,34003,0.088285229,4020,0.250613862,0.313547036,1
711,34005,0.074376788,557.7,0.244249906,0.316250696,2
712,34007,0.059217082,2291.8,0.287103759,0.291779568,4
713,34009,0.09077381,368.1,0.064952463,0.433869922,3
714,34011,0.040044494,312.1,0.257319238,0.276124049,10
715,34013,0.095292517,6336.8,0.490686662,0.258286476,6
716,34015,0.067466887,905,0.149553204,0.301738456,5
717,34017,0.06693312,14636.5,0.329748351,0.224741554,7
718,34019,0.063400576,291.5,0.076839809,0.360713312,1
719,34021,0.070139737,1646.8,0.343597135,0.282728204,3
720,34023,0.065803864,2685.8,0.379119786,0.28058239,4
721,34025,0.077388426,1325.4,0.137807112,0.333162738,1
722,34027,0.096994536,1074,0.150299052,0.318025284,1
723,34029,0.088572046,956.9,0.059177164,0.360383345,2
724,34031,0.060123731,2726.6,0.227668832,0.272617274,5
725,34033,0.080508475,188.6,0.166562844,0.334914626,5
726,34035,0.091729639,1097.3,0.296007416,0.303683371,1
727,34037,0.129004329,271.3,0.049765978,0.342722605,2
728,34039,0.069168506,5425.5,0.305986557,0.274108664,5
729,34041,0.114808652,296.4,0.089422286,0.342771249,2
730,35001,0.046920821,584.7,0.129905511,0.293915878,3
731,35006,0.042553191,5.9,0.46175129,0.293314888,10
732,35013,0.008982036,57.1,0.063947555,0.268405035,6
733,35031,0.050408719,13.3,0.814372666,0.239452206,10
734,35035,0.005738881,10.1,0.146403917,0.297030593,5
735,35045,0.069712671,22.7,0.42851659,0.279151972,7
736,35043,0.042586751,39.1,0.188353688,0.315624161,3
737,35049,0.017241379,78.6,0.073725809,0.398944394,3
738,36001,0.076162216,587.4,0.215933993,0.301223964,3
739,36007,0.090076336,271.6,0.112204488,0.333999447,5
740,36009,0.047169811,58.7,0.061309214,0.343688183,8
741,36011,0.009433962,111.5,0.05791691,0.346101497,6
742,36013,0.037383178,120.7,0.043145562,0.352847842,8
743,36015,0.036231884,206.8,0.08570513,0.336316377,5
744,36017,0.02173913,53.2,0.022130596,0.36471306,8
745,36021,0.095671982,94.4,0.077391682,0.405000334,5
746,36027,0.038102262,369.2,0.165046065,0.327872313,5
747,36029,0.084934722,882.1,0.186884255,0.323703218,6
748,36035,0.076595745,108.2,0.034464742,0.346811965,9
749,36037,0.028169014,116.7,0.051833562,0.341743319,4
750,36039,0.019920319,73.4,0.082920975,0.38158809,3
751,36043,0.0078125,43.8,0.024727896,0.359953423,6
752,36051,0.032520325,100.1,0.048729182,0.329922343,8
753,36053,0.011940299,108.1,0.037276644,0.338526732,4
754,36055,0.073055309,1129.7,0.207397161,0.310934794,7
755,36057,0.048076923,122.7,0.050045496,0.328723082,10
756,36059,0.064791465,4770.8,0.244230655,0.321122132,2
758,36063,0.054747648,402.9,0.098302072,0.349298827,4
759,36065,0.0625,189.4,0.118086742,0.32865226,5
760,36067,0.065191624,593.3,0.170624652,0.311444775,4
761,36069,0.094420601,170.6,0.046539358,0.35138899,4
762,36071,0.036928598,470.6,0.171482729,0.2675029,7
763,36073,0.134328358,103.8,0.08177386,0.336698513,10
765,36079,0.0464756,429.4,0.067032723,0.332342353,3
766,36083,0.06614786,244.4,0.112699289,0.313505852,4
767,36087,0.034670039,1876.7,0.205802975,0.278183577,6
768,36091,0.00967118,284.2,0.052919018,0.326312222,2
769,36093,0.043715847,759.6,0.186237528,0.309411007,5
770,36089,0.013953488,40.3,0.04937666,0.312771294,7
771,36101,0.07421875,68.9,0.036107979,0.346037413,7
772,36103,0.049248009,1623.9,0.139143862,0.314168658,3
773,36105,0.021648045,78,0.127645765,0.336869851,9
774,36107,0.129496403,93.6,0.022487644,0.366392092,4
775,36109,0.011560694,216.6,0.158327902,0.256564163,3
776,36111,0.026995979,158.9,0.101019603,0.352560765,6
777,36113,0.120622568,74.1,0.027402163,0.383676963,2
778,36115,0.04526749,73.6,0.044528327,0.349053058,8
779,36117,0.007518797,149.2,0.043668947,0.346831142,8
780,36119,0.044718289,2247.6,0.244743761,0.306937078,6
781,37001,0.043701799,392.6,0.241798649,0.299917085,9
782,37015,0.029850746,27.2,0.630610743,0.390991275,10
783,37017,0.010204082,38,0.378366978,0.370924977,10
784,37019,0.020576132,161.5,0.121943193,0.496577546,8
785,37021,0.074561404,394.6,0.085568288,0.338402103,3
786,37023,0.022038567,178.2,0.123730389,0.352492753,9
787,37025,0.033519553,584.2,0.24425339,0.249240567,6
788,37027,0.012048193,173.9,0.065866949,0.34712114,9
789,37033,0.009708738,53.4,0.338576086,0.374570447,10
790,37035,0.022988506,397.9,0.141933288,0.318073519,8
791,37037,0.045792079,107.2,0.162840619,0.393661384,6
792,37045,0.012578616,210.3,0.224875826,0.326150853,9
793,37047,0.072599532,59.4,0.353265654,0.338657803,10
794,37049,0.018115942,145.2,0.258531561,0.317241915,7
795,37051,0.033519553,509.5,0.449104805,0.225892938,10
796,37057,0.021374046,301.5,0.125265584,0.325722928,9
797,37059,0.014084507,161.8,0.082465542,0.359558187,8
798,37061,0.016488046,72.1,0.283080739,0.326610711,10
799,37063,0.020714286,1107.6,0.442964081,0.24743085,4
800,37065,0.035714286,102.9,0.592366119,0.348428036,10
801,37067,0.011111111,928.8,0.31351705,0.290404353,4
802,37069,0.090909091,137.4,0.28080225,0.316119005,9
803,37071,0.015238095,625.9,0.200658751,0.292121016,7
804,37077,0.022058824,113.1,0.340181319,0.318073692,8
805,37079,0.016393443,79,0.401246907,0.308395203,10
806,37081,0.046094129,826.5,0.417930556,0.276084472,7
807,37083,0.0041841,69.8,0.589314668,0.358425278,10
808,37085,0.072992701,225.6,0.257290596,0.234111196,8
809,37089,0.107692308,312.9,0.057534176,0.404255319,6
810,37091,0.039735099,67,0.633585528,0.351198275,10
811,37093,0.003333333,140.2,0.471368052,0.210046746,10
812,37097,0.011210762,311,0.157928657,0.295295206,6
813,37101,0.027685493,256.1,0.189500432,0.254353028,9
814,37105,0.008389262,241,0.23244158,0.296621754,10
815,37107,0.026845638,139.7,0.433918108,0.349274689,10
817,37113,0.004329004,68.4,0.036531104,0.438203202,7
818,37111,0.006289308,103.3,0.06216626,0.352736942,9
819,37119,0.01789373,2088.2,0.40528439,0.222344618,5
820,37123,0.023809524,55.5,0.219390561,0.350848887,10
821,37125,0.031446541,141.4,0.151182586,0.37396891,7
822,37127,0.01369863,174,0.435159973,0.32794418,10
823,37129,0.012987013,1212.7,0.161912224,0.306405366,3
824,37131,0.082840237,36.7,0.586247205,0.433268957,10
825,37133,0.01875,259.2,0.197852117,0.172746265,6
826,37135,0.083682008,366.9,0.210111829,0.260780541,5
827,37139,0.106870229,174.7,0.391987689,0.306768586,8
828,37141,0.006993007,71.5,0.170087835,0.329960426,6
829,37147,0.004056795,276,0.389119246,0.244589081,6
830,37151,0.019417476,183.2,0.094439523,0.318002665,9
831,37153,0.023696682,94.7,0.365205962,0.314278076,9
832,37155,0.03116407,138.9,0.669834864,0.281011295,10
833,37157,0.01459854,160.4,0.205248649,0.361572389,10
834,37159,0.043859649,276.2,0.189272416,0.315541335,10
835,37161,0.039473684,118.5,0.111722982,0.36592045,9
836,37163,0.005134788,67.3,0.314949863,0.309118914,10
838,37167,0.030487805,157.1,0.145565848,0.325896093,7
839,37171,0.005899705,135.2,0.057708345,0.347417579,10
840,37179,0.030013643,373.6,0.165806162,0.246036591,4
841,37181,0.077108434,175.9,0.535058992,0.322574133,10
842,37183,0.013821922,1307.8,0.297202704,0.230014511,3
843,37185,0.015037594,46.2,0.58090574,0.420457414,9
844,37191,0.013046314,222.8,0.350658834,0.295501753,10
845,37193,0.011029412,90.9,0.058783202,0.364324577,10
846,37195,0.025096525,221.2,0.426358112,0.322079676,10
847,37197,0.016129032,112.1,0.048424473,0.34826732,9
849,38017,0.030126336,102.8,0.11575839,0.223842526,1
850,38035,0.011594203,49.3,0.109749894,0.234590928,1
851,39003,0.149377593,255.1,0.139056914,0.313072869,5
852,39007,0.1,138.9,0.048352189,0.340742412,7
853,39013,0.042643923,126.9,0.050085179,0.365113695,6
854,39017,0.030825023,818.7,0.131364775,0.277089686,6
855,39023,0.018823529,338.6,0.102730616,0.332979158,7
856,39025,0.025,454.5,0.033105234,0.308922157,4
857,39029,0.061956522,193,0.031685579,0.361554571,4
858,39033,0.040650407,103.4,0.020697954,0.353983153,4
859,39035,0.060344828,2720.7,0.344254203,0.324696488,4
860,39037,0.112612613,85.8,0.014496425,0.339185161,3
861,39041,0.037313433,462.3,0.112300196,0.257916475,1
862,39043,0.093896714,296.6,0.101896402,0.373852443,4
863,39045,0.027027027,308.8,0.105223967,0.290534208,4
864,39049,0.046098306,2462.1,0.298826223,0.233761734,4
865,39055,0.103857567,235,0.021237677,0.359370846,2
866,39057,0.041958042,406,0.110634245,0.308211554,2
867,39061,0.055076923,2012,0.300438113,0.28603597,3
868,39085,0.034482759,1013.3,0.065145718,0.354412313,6
869,39089,0.035031847,257.5,0.063987393,0.304763639,4
870,39093,0.077114428,630.1,0.109684257,0.326571038,4
871,39095,0.114774115,1261.2,0.227239421,0.300682253,4
872,39097,0.041666667,95.3,0.082543399,0.289127057,2
873,39099,0.135,557.9,0.17522927,0.36107071,4
874,39101,0.012195122,161.6,0.076529361,0.317104941,5
875,39103,0.075376884,425.2,0.030014625,0.324093198,2
876,39107,0.032520325,88.6,0.02111868,0.323591885,2
877,39109,0.077319588,261.3,0.045094237,0.326457796,4
878,39113,0.017137097,1153.4,0.243098749,0.314608768,4
879,39117,0.009090909,86.5,0.014211666,0.326498063,5
880,39123,0.177966102,159.9,0.016801982,0.42409674,5
881,39129,0.018814675,115.9,0.047946149,0.286833316,4
882,39133,0.164305949,334.3,0.071621033,0.305492644,2
883,39137,0.148514851,70,0.012759029,0.32161042,2
884,39139,0.015873016,244.5,0.107845647,0.333933393,3
885,39143,0.125,144,0.0429259,0.336927499,3
886,39151,0.120689655,645.9,0.093809039,0.339509761,2
887,39153,0.115820896,1312.9,0.193091944,0.324755775,2
888,39155,0.082066869,321.2,0.093199817,0.367603599,5
889,39157,0.019753086,162.4,0.021133484,0.339426749,3
890,39165,0.03868472,578.5,0.101514819,0.277344911,1
891,39167,0.161016949,95.2,0.023838417,0.363959771,6
892,39169,0.168831169,209,0.030707011,0.315020652,5
893,39173,0.15576324,211.8,0.051401726,0.276435392,6
894,40015,0.056818182,22.7,0.296338475,0.295268661,10
895,40017,0.019230769,161.1,0.121352468,0.247765616,3
896,40023,0.009803922,19,0.298950095,0.352877011,10
897,40027,0.072463768,522.8,0.158231825,0.247932857,2
898,40031,0.011730205,112.6,0.285587351,0.242090316,6
899,40037,0.066037736,75.4,0.142938942,0.3150243,7
900,40041,0.146788991,57.9,0.258816371,0.40439473,6
901,40051,0.025423729,50.5,0.093211643,0.305287034,4
902,40087,0.034482759,70.1,0.087482806,0.289183444,4
903,40089,0.013245033,17.7,0.274317341,0.310063297,9
904,40109,0.038953135,1118.2,0.246621801,0.255116821,4
905,40113,0.070175439,20.9,0.271919003,0.35021483,5
906,40119,0.009615385,119.8,0.141772306,0.219124817,1
907,40139,0.006153846,10,0.108824248,0.224639452,7
908,40143,0.037507562,1137,0.218901536,0.264686285,4
909,40145,0.099415205,142.7,0.16527275,0.29463238,5
910,40147,0.105714286,124.8,0.160716008,0.330787184,5
911,41005,0.036585366,222.5,0.074217389,0.321228144,1
914,41043,0.071428571,55.6,0.040216751,0.323461735,6
915,41047,0.025445293,293.4,0.078176713,0.27702469,7
916,41051,0.043617704,1882.4,0.167140464,0.248797852,2
917,41053,0.094488189,115.1,0.064105873,0.297850623,7
918,41059,0.022222222,24.1,0.071095,0.274704577,7
920,41067,0.022446689,825.3,0.158443688,0.249876609,5
921,42001,0.030405405,198.2,0.033760979,0.354534048,5
922,42003,0.083413231,1668.9,0.179197047,0.333155512,2
923,42007,0.125611746,379,0.07282903,0.37546588,4
924,42011,0.078168363,490.5,0.100485063,0.308685904,3
925,42017,0.099650671,1039.5,0.099777935,0.345040951,2
926,42019,0.046692607,238.3,0.030337222,0.342219833,4
927,42025,0.092664093,168.4,0.033537297,0.372911704,6
928,42027,0.035087719,146.7,0.107797672,0.256337336,2
929,42029,0.09147795,695.6,0.12612107,0.304231811,2
930,42037,0.086842105,135.5,0.035978367,0.336042532,1
931,42041,0.081300813,460.9,0.09489983,0.319028092,3
932,42043,0.064652568,527.8,0.249623778,0.309285196,3
933,42045,0.096159358,3072,0.29043065,0.303425758,4
934,42049,0.017094017,340.4,0.101381675,0.321641103,6
935,42055,0.049822064,200.5,0.057377208,0.332786515,7
936,42061,0.016736402,51.6,0.067304286,0.349805172,5
937,42067,0.046296296,63.1,0.018741904,0.34597636,7
938,42069,0.122347066,459.2,0.076112584,0.341339608,3
939,42071,0.08763569,575.9,0.082902069,0.310355676,5
940,42075,0.033613445,390.6,0.057418232,0.328912917,5
941,42077,0.067980794,1066.4,0.148082043,0.297951644,3
942,42079,0.059259259,356.8,0.085204914,0.339900392,3
943,42081,0.099415205,92.5,0.058233038,0.339131123,2
944,42085,0.052173913,164.6,0.069911369,0.368132414,4
945,42089,0.077777778,278.7,0.199968143,0.33176801,7
946,42091,0.097982346,1715.4,0.184124141,0.318690231,2
947,42095,0.074861368,824.5,0.10693324,0.333056656,2
948,42097,0.01754386,198.7,0.036428313,0.363822008,8
949,42101,0.06165475,11813.1,0.531165214,0.252902209,9
950,42103,0.041493776,102.6,0.089660844,0.396581624,4
951,42107,0.062228654,182.5,0.046090929,0.351805838,6
952,42115,0.099415205,49.3,0.013378009,0.412057454,5
953,42125,0.038461538,241.9,0.047808976,0.360088933,5
954,42127,0.071428571,70.7,0.046161947,0.406349949,5
955,42129,0.077235772,341.2,0.037842509,0.390181711,5
956,42133,0.027373824,495.8,0.090623348,0.316427713,3
957,7200,0.024957555,NA,NA,NA,NA
958,44001,0.054166667,2013.6,0.042097474,0.353635224,1
959,44003,0.072695035,972.3,0.058421467,0.345475739,1
960,44005,0.014440433,806.2,0.074313683,0.374718325,1
961,44007,0.051524711,1553.3,0.189405802,0.283108835,3
962,44009,0.118217054,383.2,0.047226559,0.369213578,1
963,45003,0.038461538,158.2,0.272902757,0.337436025,6
964,45007,0.025936599,280.2,0.178085813,0.31494598,7
965,45013,0.022764228,327.5,0.204255094,0.409315635,3
966,45015,0.04679803,201.2,0.282892565,0.260788544,7
967,45019,0.013733906,443.1,0.293029157,0.295689878,1
968,45023,0.008130081,55.5,0.382313727,0.332764876,6
969,45025,0.023972603,57.3,0.344254054,0.326004284,9
970,45027,0.119533528,55.5,0.489139466,0.384688427,10
971,45029,0.07960199,35.6,0.389219331,0.347610196,7
972,45031,0.036827195,119,0.426424359,0.331816413,10
973,45033,0.01980198,75.6,0.512271643,0.302460865,10
974,45035,0.010869565,280.2,0.289989854,0.267294129,6
975,45039,0.086580087,32.6,0.586911883,0.387286849,8
976,45041,0.052058111,172.7,0.454273699,0.299524461,4
977,45043,0.016574586,76.5,0.321627657,0.437243972,5
978,45045,0.022915975,654.9,0.218306422,0.283911531,2
979,45047,0.016025641,155.6,0.345824911,0.31428733,6
980,45051,0.028475712,303.5,0.154175396,0.396319015,3
981,45055,0.033482143,90.3,0.26090072,0.327128308,6
982,45057,0.024193548,173.7,0.236894527,0.335940449,5
983,45059,0.024539877,93.9,0.266247724,0.327133773,7
984,45061,0.080508475,41.8,0.652840975,0.327266363,10
985,45063,0.033783784,422.1,0.184905366,0.29202595,2
986,45067,0.047619048,63.4,0.586359097,0.341634718,8
987,45069,0.012658228,55,0.567126297,0.316880067,10
988,45071,0.019047619,61.1,0.327102804,0.338577362,7
989,45075,0.015228426,78.6,0.641831734,0.337232843,8
990,45077,0.01320132,251.7,0.095384074,0.28976204,4
991,45079,0.031900753,547.6,0.521684806,0.241019741,3
992,45081,0.006024096,45.4,0.294392523,0.341705607,8
993,45083,0.037298387,388.5,0.241353604,0.288947013,5
994,45085,0.030015798,160.2,0.503530119,0.291676055,8
995,45089,0.051903114,32.8,0.663432007,0.358655166,10
996,45091,0.015360983,402.8,0.229627387,0.269613816,2
997,46005,0.013392857,15,0.148493354,0.306466134,3
998,46013,0.006389776,23,0.095075796,0.303413369,2
1000,46099,0.015208034,239,0.120906697,0.252452353,1
