fips,popdensity,percminor,percold,CCVI
20091,1262.3,0.107119847,0.269966781,2
21115,85.5,0.012373805,0.324309837,8
29101,64.7,0.079214195,0.237940804,7
31097,13.7,0.093494351,0.333463187,5
47091,59.6,0.031105861,0.372314096,8
48251,236.5,0.063660926,0.265562176,8
56019,2,0.031914894,0.396453901,3
37101,256.1,0.189500432,0.254353028,9
40069,17,0.19115901,0.325600511,9
13169,72.6,0.26261532,0.313461001,6
19105,36,0.041120324,0.354271115,4
28067,98.5,0.309723784,0.30040461,5
37103,20.5,0.318148801,0.400332054,10
48253,21.3,0.157541505,0.275167785,8
41033,53.3,0.038103738,0.414655636,5
49023,3.4,0.025616616,0.208308092,4
55057,34.7,0.046211068,0.36277567,3
2110,11.9,0.232491514,0.278703329,1
42067,63.1,0.018741904,0.34597636,7
26077,471.6,0.154687205,0.266428814,3
26079,31.8,0.024349192,0.361647217,8
27065,31.1,0.021225396,0.372740174,2
54039,200.2,0.090571558,0.356190497,4
27067,53.8,0.079850659,0.33232995,2
17089,1027.2,0.115998023,0.262318987,3
49025,1.9,0.034245687,0.374627059,1
17091,162.6,0.166845416,0.300389006,5
291111,1542.1,1,#DIV/0!,0
48255,20.9,0.10971246,0.252076677,9
15007,116.4,0.480542886,0.343781626,3
48257,164.8,0.151575936,0.236126013,7
40071,48,0.144109056,0.322297955,7
31099,12.7,0.012377751,0.339242054,1
20093,4.5,0.037281258,0.268069997,7
31101,7.6,0.023687819,0.431991024,4
28069,13.1,0.649147302,0.329909245,9
2122,3.6,0.1132011,0.333077068,3
17093,399.3,0.116569597,0.203424149,2
48259,68.9,0.03689665,0.333494008,3
23011,140.7,0.023180951,0.358846031,1
55059,622.4,0.101571268,0.281333806,3
10001,304.6,0.306435172,0.298403808,3
24029,70,0.16824021,0.422380436,2
26081,771.9,0.149131367,0.260383367,3
44003,972.3,0.058421467,0.345475739,1
21117,1036.2,0.066720465,0.276993213,3
19107,17.7,0.012420538,0.371051345,2
6029,110.3,0.148499494,0.214703088,7
48265,47.5,0.04386986,0.421658239,5
45055,90.3,0.26090072,0.327128308,6
2130,2.9,0.24701825,0.307802845,3
55061,59.5,0.017318354,0.359711524,1
31103,1,0.011111111,0.496296296,1
31105,3.8,0.038419016,0.402708679,5
48267,3.5,0.030032095,0.459651536,7
53033,1055.6,0.285446696,0.251043923,3
51097,22.3,0.292246521,0.399602386,7
51099,147.9,0.190517404,0.263367827,2
51101,61.8,0.187201133,0.300549029,2
40073,17.6,0.062531614,0.291919575,6
6031,108.9,0.156660016,0.197356077,9
20097,3.5,0.035373609,0.361287758,3
40075,8.6,0.131515638,0.349639134,6
8063,3.3,0.029317325,0.341756247,4
53035,683.2,0.118085284,0.316239506,2
53037,20.6,0.051895955,0.286673423,2
27069,3.9,0.016713748,0.412429379,2
41035,11.4,0.07455693,0.35348026,5
48273,35.3,0.078897491,0.217064474,8
53039,11.8,0.04582259,0.400958972,8
21119,43,0.013618934,0.336308343,10
17095,69.9,0.09837963,0.35602251,6
18083,71.5,0.043284998,0.316574062,5
21121,81,0.019262714,0.300089445,10
23013,108.9,0.019436273,0.417540419,2
31107,7.6,0.111770994,0.403254543,4
39083,117.8,0.020018419,0.320844037,5
47093,915.5,0.11838019,0.283531311,3
48275,4.3,0.079934301,0.332329592,10
2150,2,0.381041589,0.23889097,5
27071,4,0.040996785,0.43159164,5
16055,129.8,0.029565648,0.326683384,1
18085,149.3,0.0331342,0.304383444,5
19109,15.3,0.022404078,0.400456131,4
55063,261.8,0.069195636,0.291423497,1
4012,4.7,0.207223434,0.517774197,9
8067,33.3,0.091031788,0.325750311,1
48283,5.1,0.025096269,0.218032134,10
20099,30.9,0.072380285,0.335904628,3
27073,8.7,0.021477921,0.44367678,2
42069,459.2,0.076112584,0.341339608,3
29105,46.7,0.025060902,0.315795369,7
5073,12.6,0.375486381,0.403172703,10
12067,16.1,0.147961521,0.272446175,10
22055,903.5,0.292937697,0.257613826,3
28071,86.7,0.262497034,0.228386838,2
29107,51.9,0.036597337,0.334069575,8
55065,26.3,0.018421842,0.345034503,4
22057,91.8,0.178117515,0.288844723,5
18087,103.6,0.013475718,0.246046275,5
6033,51.2,0.087089559,0.386443416,10
8065,20.8,0.045373211,0.272111452,4
12069,379.9,0.146481718,0.403784064,7
17097,1579.6,0.168934923,0.278898509,7
18089,970.8,0.27016934,0.303711105,6
26085,20.9,0.101169935,0.485396852,10
27075,5.1,0.020641771,0.438356164,3
30047,20.3,0.258644628,0.372826446,6
39085,1013.3,0.065145718,0.354412313,6
46079,23.2,0.035613081,0.398330397,3
47095,44.7,0.295776548,0.282283093,10
1075,22.9,0.11131176,0.362611962,8
13171,103.5,0.320421053,0.299105263,7
28073,125.6,0.228769997,0.255544702,3
48277,54.8,0.163429054,0.322836229,5
48279,12.9,0.069007448,0.292977656,9
50015,55.1,0.022332016,0.318972332,1
48281,29.8,0.075133073,0.342974233,7
31109,378.8,0.103217429,0.251525505,2
42071,575.9,0.082902069,0.310355676,5
45057,173.7,0.236894527,0.335940449,5
51103,80.9,0.301400352,0.53435964,5
32015,1,0.086995516,0.283587444,8
20101,2.2,0.031410256,0.394871795,3
41039,83.4,0.064811083,0.325867796,5
55067,22.1,0.032177704,0.413379697,2
13173,55.8,0.249419729,0.269535783,9
26087,136.9,0.024798928,0.345810424,5
18091,183.9,0.128019126,0.318879708,4
56021,36.9,0.055629648,0.290524976,1
8069,135,0.047769301,0.281802932,1
21123,54.7,0.039700846,0.322080101,9
8071,3,0.073708888,0.399848307,6
17099,96.4,0.042675683,0.339541259,6
22059,23.9,0.139237112,0.293222498,4
6035,6.8,0.153593922,0.271183689,4
16057,37.3,0.050057308,0.237703693,1
40077,14.2,0.251197341,0.358029518,9
1077,138.4,0.114507452,0.33789386,7
28075,107,0.455594355,0.303530411,7
47097,54.7,0.363291384,0.288480155,10
21125,139.8,0.018444346,0.297070992,6
13175,58.6,0.389519282,0.304701532,6
45059,93.9,0.266247724,0.327133773,7
48285,20.7,0.079114868,0.37155644,8
1079,47.7,0.171799618,0.334466123,9
5075,28,0.022818547,0.332359742,9
17101,42.4,0.110688233,0.307262924,10
18093,101.7,0.017824297,0.344333012,6
21127,37.5,0.009825959,0.319375763,7
28077,28.9,0.330871136,0.325250903,9
29109,62.7,0.024531401,0.318047916,10
39087,132,0.029549327,0.328984733,9
42073,240.6,0.050659055,0.375556948,7
46081,32.2,0.048444116,0.372635096,3
47099,70.9,0.029313578,0.308044085,9
40079,31.4,0.171628651,0.31252501,10
27079,63.5,0.020811399,0.319435671,2
35025,15.9,0.071899556,0.22259413,6
28079,39,0.495628871,0.288362694,10
20103,175.8,0.121508998,0.274178877,3
42075,390.6,0.057418232,0.328912917,5
1081,269.8,0.279362698,0.22669131,8
5077,14.9,0.555036171,0.325431274,10
12071,961.9,0.116295835,0.426707836,7
13177,83.7,0.254636474,0.247345787,8
17103,47.2,0.069076352,0.347281068,7
19111,65.8,0.042930554,0.35571869,5
28081,189.4,0.317023075,0.273761179,5
37105,241,0.23244158,0.296621754,10
45061,41.8,0.652840975,0.327266363,10
48287,27.3,0.131241251,0.343560429,8
51105,54.1,0.045325177,0.362983731,9
26089,62.7,0.052793604,0.493934938,4
28083,48.8,0.759258619,0.264428231,9
42077,1066.4,0.148082043,0.297951644,3
16059,1.7,0.021102877,0.476196458,3
26091,131.1,0.042547778,0.333492765,5
37107,139.7,0.433918108,0.349274689,10
12073,438.6,0.361508639,0.24215219,2
48289,16.1,0.089924725,0.396699479,7
21131,25.3,0.009366065,0.329685497,9
21133,64.8,0.01036577,0.3484634,8
12075,36.5,0.110473387,0.406916851,10
21135,27.5,0.007618617,0.340725654,8
29111,19.5,0.042719432,0.325317098,8
36049,20.7,0.017960449,0.340492305,8
47101,42.8,0.034089029,0.358596723,8
53041,33.1,0.046856942,0.35813527,8
54041,41.6,0.01435347,0.350349476,4
30049,19.9,0.036724891,0.338937409,1
45063,422.1,0.184905366,0.29202595,2
51678,2854.4,0.127942825,0.236827354,1
12077,10.1,0.213550905,0.268534941,9
13179,125.6,0.486235101,0.186236727,8
30051,1.7,0.015226337,0.365843621,2
48291,74.5,0.121601427,0.24838108,9
39089,257.5,0.063987393,0.304763639,4
1083,171.8,0.166521097,0.286303991,7
48293,26,0.196096773,0.333177431,9
5079,23.8,0.31383098,0.271090189,10
8073,2.2,0.083065954,0.304278075,6
13181,37.6,0.304358812,0.406822489,9
16063,4.5,0.031343284,0.256156716,9
21137,73.8,0.028079857,0.318211329,9
22061,100,0.432515467,0.234320705,5
23015,75.3,0.019131093,0.446858075,3
27081,10.6,0.01233915,0.394500264,3
28085,58.4,0.311211811,0.307469668,7
29113,92.1,0.03070069,0.273567243,8
30053,5.5,0.023694049,0.472668485,4
31111,13.7,0.035299133,0.334943868,3
32017,0.5,0.064602961,0.376466064,6
35027,4,0.062794027,0.45694416,7
37109,281.2,0.070992002,0.328387251,7
40081,36.7,0.100171821,0.330841924,7
41041,50.4,0.066109176,0.463634891,7
46083,101.9,0.037869641,0.236859558,1
47103,59.8,0.085177478,0.344022042,7
53043,4.6,0.033333333,0.419925512,4
54043,47.1,0.006990631,0.34462838,5
55069,31.5,0.021271985,0.393838709,3
56023,4.8,0.022177627,0.325820727,2
19113,315.1,0.090328407,0.285057258,2
20107,16.4,0.02174359,0.376820513,7
29115,19.6,0.015950818,0.360471878,3
41043,55.6,0.040216751,0.323461735,6
48295,3.6,0.051564829,0.3195231,8
9005,196.7,0.048588987,0.386254838,1
5081,23.2,0.221726432,0.347882525,9
48297,11.7,0.070113431,0.347443696,9
17105,34.2,0.055870921,0.338189648,8
21139,29.5,0.016879463,0.380437135,7
22063,215.3,0.079746645,0.250861593,7
26093,338.3,0.022324604,0.332102665,3
29117,28.5,0.051366697,0.318367886,7
36051,100.1,0.048729182,0.329922343,8
48299,23.2,0.029150882,0.531460778,7
5083,30.7,0.052307126,0.341583475,9
8075,11.7,0.06763285,0.310850985,7
17107,46.8,0.095350043,0.31585134,8
21141,48.9,0.073177961,0.325058357,7
39091,98.9,0.031747432,0.331055161,6
40083,63.6,0.130828276,0.299676471,5
54045,71.9,0.023951912,0.351090257,6
13183,47.5,0.301505422,0.208916728,9
5085,95.6,0.082110322,0.25379801,5
39093,630.1,0.109684257,0.326571038,4
35028,175,0.096068269,0.32705094,1
6037,2490.3,0.265480206,0.256043085,5
47105,231.5,0.03255174,0.416179741,7
51107,789.1,0.28808406,0.196937446,1
19115,27.8,0.057032859,0.330736861,7
51109,74.1,0.174044266,0.365979662,5
40085,19.7,0.111703177,0.319321097,7
1085,13.9,0.734309204,0.338981352,10
13185,234.5,0.400684313,0.224645593,5
28087,116.6,0.463261497,0.291175971,3
48303,343.2,0.117158732,0.228543453,2
19117,20.1,0.012261423,0.370618855,4
39095,1261.2,0.227239421,0.300682253,4
26095,7,0.174438962,0.360974057,7
13187,116.5,0.035381581,0.310241238,5
35029,8.1,0.053874724,0.328172599,9
51111,28,0.353963263,0.377130564,10
42079,356.8,0.085204914,0.339900392,3
42081,92.5,0.058233038,0.339131123,2
46085,2.3,0.403559278,0.306725988,4
51680,1671.6,0.319971751,0.240484134,3
48305,6.6,0.051727072,0.29981283,8
19119,20.1,0.013208026,0.307933283,6
20111,39.4,0.069777884,0.274052565,8
21143,37.5,0.062554626,0.42502185,7
27083,35.9,0.090444418,0.287135667,6
32019,27.9,0.070079558,0.359375,8
26097,10.6,0.206359507,0.4612033,9
26099,1825.4,0.16895282,0.313494345,6
1087,30.3,0.819675687,0.338901242,9
13193,32.8,0.625960587,0.317355246,10
17115,180.3,0.191830927,0.341871037,6
29121,18.9,0.033854682,0.369563783,7
37113,68.4,0.036531104,0.438203202,7
47111,79,0.027488152,0.287203791,8
17117,52.5,0.018206696,0.353540926,6
6039,73.8,0.117002385,0.250260033,7
1089,457.2,0.288083292,0.290994464,3
5087,19.8,0.040349493,0.334203022,7
12079,26.6,0.391062659,0.345890226,9
13195,105,0.118617201,0.311736931,8
16065,83.8,0.031040098,0.131996743,2
17119,369.6,0.10334227,0.316095757,4
18095,286.9,0.097260897,0.316497096,4
19121,29,0.018647301,0.308819004,2
21151,211.2,0.061817946,0.251829638,4
22065,17.9,0.635606128,0.263775647,9
28089,147.8,0.416084446,0.26491527,3
29123,24.7,0.022481129,0.334919593,5
30057,2.4,0.019502737,0.456090328,1
31119,61.8,0.057837929,0.298005199,2
36053,108.1,0.037276644,0.338526732,4
37115,48.4,0.02738593,0.369296512,6
39097,95.3,0.082543399,0.289127057,2
47113,175.2,0.394272834,0.306008913,4
48313,30.9,0.222576619,0.259742061,8
51113,41.5,0.103497555,0.389018428,5
21153,40.1,0.007361268,0.323167772,10
19123,38.5,0.039045455,0.320272727,4
27087,9.9,0.445189346,0.304040587,9
39099,557.9,0.17522927,0.36107071,4
40093,8,0.051805338,0.350470958,5
41045,3.1,0.05549227,0.279023596,7
51683,4214.7,0.236017387,0.22165654,2
51685,6840.7,0.294331773,0.183105102,5
12081,531.5,0.121743425,0.421600334,4
26101,45.2,0.062948467,0.428693738,7
55071,134.2,0.04781597,0.368376457,1
55073,87.7,0.075959181,0.321883215,1
1091,19.5,0.522133641,0.336515263,10
4013,479.4,0.142411259,0.267353447,3
29125,16.6,0.019614551,0.373816855,7
6041,499.1,0.108504772,0.375220476,1
55075,28.9,0.020552011,0.415491913,1
1093,40.1,0.047811041,0.353089406,8
5089,28,0.023382371,0.463820117,7
12083,227.2,0.16108807,0.426660592,7
13197,22.8,0.344868878,0.367979883,9
17121,65.7,0.05430622,0.342238171,8
18097,2409,0.333211476,0.246130076,4
19125,60.2,0.026012512,0.312718891,5
20115,12.7,0.025606695,0.385606695,4
21155,56.6,0.08240569,0.301999588,6
28091,45.6,0.325429901,0.321707465,7
29127,65.4,0.060191662,0.316766928,6
39101,161.6,0.076529361,0.317104941,5
41047,293.4,0.078176713,0.27702469,7
45067,63.4,0.586359097,0.341634718,8
47115,57.4,0.052668416,0.349291339,7
48315,26.1,0.237711523,0.438960516,8
54049,181.7,0.042676079,0.327397187,2
6043,12.1,0.068570774,0.460935264,6
45069,55,0.567126297,0.316880067,10
26103,36.8,0.044876421,0.331018101,1
55077,33.9,0.023260334,0.430672541,3
1095,169.9,0.052815033,0.301262109,9
17123,29.8,0.017686839,0.391971562,6
18099,104.2,0.020952257,0.315451479,6
19127,69.8,0.072584478,0.315850029,7
21157,103.5,0.012888333,0.367509859,6
27089,5.3,0.018956337,0.36656017,6
28093,50.2,0.484415108,0.324081126,8
40095,45.3,0.135784839,0.359454957,10
46091,6.1,0.104655712,0.343896714,5
47117,89.7,0.080159131,0.296084078,8
54051,100.8,0.013740458,0.379470521,2
12085,296.1,0.084835189,0.466037337,5
18101,30.4,0.011059998,0.351375159,7
21159,49.3,0.07347876,0.296564515,10
27091,27.8,0.021885267,0.393682082,5
37117,49.2,0.43681355,0.391116404,10
48317,6.3,0.050582305,0.229793151,7
17125,25.2,0.016144489,0.373239956,8
21161,71.4,0.075393586,0.320466472,5
26105,58.8,0.029003436,0.400309278,7
48319,4.6,0.022897196,0.431542056,7
53045,68.3,0.08486116,0.389790404,8
54053,62,0.014447189,0.364099109,4
17127,59.4,0.072372159,0.359019886,8
48321,33.2,0.148746991,0.308820311,10
2170,4.4,0.107043955,0.251723817,2
51115,102.4,0.103044763,0.478868439,2
15009,144,0.481415252,0.325004336,3
47119,153.9,0.135425058,0.29742421,4
48323,45.7,0.031991109,0.208651791,10
40097,62.7,0.235288394,0.322645778,9
40087,70.1,0.087482806,0.289183444,4
46087,9.7,0.025784349,0.325099171,3
45065,26.2,0.462380446,0.516790648,9
21145,262.7,0.124567686,0.338995501,3
21147,40.8,0.069910386,0.282284007,10
48307,7.5,0.049079755,0.363716039,9
40089,17.7,0.274317341,0.310063297,9
29119,42.8,0.094895572,0.288586533,9
17109,50.8,0.084927391,0.297212485,3
37111,103.3,0.06216626,0.352736942,9
54047,34.2,0.086813368,0.382593426,5
13189,83.6,0.428591333,0.312108123,10
17111,511.6,0.05334284,0.291574035,2
38049,3.1,0.018397524,0.355914718,1
13191,33.8,0.35209205,0.440097629,9
38051,2.7,0.028239845,0.480464217,2
40091,32,0.230431491,0.410093364,8
42083,41.8,0.035979301,0.346343488,5
38053,4.9,0.130355047,0.199750587,2
35031,13.3,0.814372666,0.239452206,10
17113,146,0.140665864,0.247569838,5
21149,36.6,0.015023779,0.336251621,8
38055,4.5,0.079865842,0.401530238,2
48309,245.5,0.181381502,0.25598275,6
27085,73,0.022663284,0.325955454,1
47107,123.9,0.052603922,0.340996528,7
47109,45.9,0.069293899,0.346546919,9
20113,31.8,0.029155132,0.343098434,1
46089,2.1,0.014956377,0.417532198,3
20119,4.2,0.033043898,0.325615051,6
21163,94,0.058122932,0.28058506,6
46093,8.2,0.064925426,0.285643599,1
30059,0.8,0.017148982,0.471596999,1
37119,2088.2,0.40528439,0.222344618,5
51117,49,0.361859706,0.418858075,5
26107,78.4,0.047422207,0.31948559,5
39103,425.2,0.030014625,0.324093198,2
48325,38.4,0.052375248,0.30132951,8
27093,38,0.015556804,0.351886262,3
39105,53.7,0.015450532,0.352376006,9
47121,63.1,0.028766455,0.354948805,8
17129,39.1,0.017659505,0.347249349,3
6045,25,0.102344588,0.364872269,7
21165,31.7,0.034258255,0.367229887,9
26109,22,0.043205848,0.419092373,7
55078,13,0.85358523,0.26363246,10
6047,142,0.151853402,0.213051153,9
17131,27.8,0.016216909,0.367091853,3
21167,87.5,0.048268577,0.340451915,4
34021,1646.8,0.343597135,0.282728204,3
38057,7.9,0.03967582,0.372202734,1
39107,88.6,0.02111868,0.323591885,2
42085,164.6,0.069911369,0.368132414,4
54055,141.1,0.069777274,0.359456123,4
13199,42,0.402696032,0.354803493,10
31121,15.9,0.024957972,0.354842881,1
33013,161.8,0.043557949,0.337420268,1
8077,46,0.037752844,0.330441821,2
21169,34.6,0.022931206,0.331904287,9
18103,95.1,0.065650744,0.310906177,5
20121,58.5,0.028889549,0.31618171,2
39109,261.3,0.045094237,0.326457796,4
12086,1455.2,0.20202413,0.287085912,9
9007,440.5,0.0918479,0.365990091,1
25017,1974.4,0.192704714,0.282067289,3
34023,2685.8,0.379119786,0.28058239,4
51119,82.6,0.180146717,0.488346179,6
26111,161.2,0.045367689,0.32866637,1
48329,191.7,0.103141768,0.209279282,4
42087,112.5,0.018194799,0.356367098,6
48331,24.7,0.119215312,0.343281206,9
49027,2,0.044210364,0.292864832,3
27095,45.7,0.077432189,0.328704235,4
5091,69.7,0.268076711,0.298839237,9
13201,20.1,0.294055575,0.354203306,9
29131,42.8,0.020208399,0.334109567,8
19129,34.4,0.020181903,0.336984664,4
48333,6.6,0.025604552,0.431416379,9
55079,3927.9,0.332040359,0.256809474,4
46097,3.9,0.023045639,0.389968369,3
8079,0.9,0.019329897,0.507731959,4
32021,1.2,0.262295082,0.414488259,8
54057,82.2,0.038827023,0.356384558,5
54059,56.2,0.02404877,0.341013244,6
16067,27.5,0.037839136,0.282977191,6
46099,239,0.120906697,0.252452353,1
26113,26.8,0.023225038,0.359624165,8
5093,45.8,0.36809816,0.27891074,10
29133,32.4,0.25464907,0.303914217,10
30063,45.8,0.052832285,0.278236567,1
13205,43.3,0.498377794,0.294385364,10
19131,22.5,0.014097833,0.362759012,3
20123,8.8,0.019349593,0.374471545,3
37121,67.7,0.025866667,0.404466667,7
48335,8.9,0.133701657,0.260527931,9
1097,336.5,0.393716602,0.294987154,8
8081,2.8,0.033515317,0.29670913,3
4015,15.7,0.060281556,0.466604629,5
29135,38.8,0.049872837,0.277154023,5
34025,1325.4,0.137807112,0.333162738,1
6051,4.7,0.065964912,0.317614035,2
19133,12.5,0.023620233,0.401774398,6
54061,295.6,0.07925202,0.232221387,1
1099,20.5,0.432667205,0.351497603,10
5095,11.4,0.415652174,0.393188406,10
12087,76.3,0.090607381,0.396044091,8
13207,69.6,0.243204942,0.337609012,9
17133,89.2,0.013979904,0.335372069,4
18105,372.4,0.111620847,0.234751594,4
19135,18,0.014762516,0.345057766,6
21171,32.5,0.027990297,0.33495055,9
26115,273.8,0.038540538,0.336136241,6
28095,46.5,0.311944663,0.32909684,6
36055,1129.7,0.207397161,0.310934794,7
39111,30.3,0.01044235,0.387237128,9
42089,278.7,0.199968143,0.33176801,7
47123,72.9,0.034773605,0.356407878,10
54063,28.1,0.013930723,0.398945783,6
55081,51.1,0.042908949,0.313369959,7
48337,21.1,0.027199428,0.363951827,6
26117,90.7,0.03679965,0.318377939,6
6053,132.8,0.140178699,0.247847766,6
8083,12.9,0.154331371,0.378125239,3
1101,287.9,0.629363536,0.277445817,8
5097,11.4,0.039332138,0.434446437,9
13209,38.4,0.26683346,0.303926901,10
17135,40.6,0.043599874,0.347330513,8
18107,76,0.024696187,0.3209722,6
19137,23.6,0.015695291,0.371688493,6
20125,49.9,0.102770859,0.340722291,8
21173,142.9,0.036556395,0.286458887,8
24031,2142.6,0.367709609,0.28655563,3
28097,24.6,0.462137085,0.362366557,10
29139,21.5,0.027570661,0.36795561,9
36057,122.7,0.050045496,0.328723082,10
37123,55.5,0.219390561,0.350848887,10
39113,1153.4,0.243098749,0.314608768,4
42091,1715.4,0.184124141,0.318690231,2
47125,382,0.249133285,0.187705754,8
48339,567.2,0.099965309,0.254225155,5
51121,255.8,0.113764712,0.226913169,4
26119,16.9,0.015218564,0.521424717,8
42093,140,0.054495614,0.362993421,2
8085,18.8,0.037309897,0.384374852,3
46101,12.7,0.181486548,0.336677307,3
37125,141.4,0.151182586,0.37396891,7
47127,49.6,0.040243332,0.372952737,5
48341,23.9,0.134233186,0.213823598,10
22067,31.9,0.490826049,0.32474998,7
1103,205.6,0.151290212,0.311792021,8
8087,22.3,0.068877372,0.280236711,7
13211,54.3,0.238105341,0.343128415,8
17137,59.7,0.082911467,0.341829527,6
18109,173.6,0.01536026,0.320825489,4
21175,35,0.056875234,0.30753091,9
29141,34.1,0.023135868,0.391737892,9
39115,35.1,0.040879211,0.369350863,8
47129,41.3,0.046387692,0.315816303,9
49029,19.8,0.0166044,0.21784973,1
54065,77.6,0.017372238,0.395120031,2
31123,3.3,0.029876227,0.358514725,5
20127,7.9,0.02028618,0.412063032,4
34027,1074,0.150299052,0.318025284,1
48343,49,0.250020261,0.364940433,10
27097,29.5,0.01742591,0.348910127,3
39117,86.5,0.014211666,0.326498063,5
41049,5.6,0.045902216,0.300650721,9
20129,3.7,0.06111736,0.353955756,7
38059,16.1,0.053674224,0.301270301,2
48345,1.2,0.055105348,0.448946515,9
17139,43.8,0.012298702,0.322008562,6
38061,5.6,0.320414954,0.242611078,4
27099,56.2,0.097373222,0.312464072,5
21177,65.9,0.054526548,0.329466433,7
41051,1882.4,0.167140464,0.248797852,2
13213,115.9,0.032013226,0.2755442,7
27101,11.7,0.025857902,0.408168197,1
40099,33.5,0.164409088,0.340858597,7
19139,98.1,0.0508747,0.301660882,5
13215,897.3,0.518304491,0.250808611,7
26121,347.7,0.160206927,0.312665622,6
39119,129.7,0.049209241,0.318519894,4
40101,84.4,0.323176619,0.297197273,8
30065,2.5,0.047086648,0.452805848,2
48347,69.4,0.209401774,0.258510752,5
31125,8,0.014156285,0.385334088,1
25019,251.9,0.12986669,0.280391984,1
6055,186.3,0.133132975,0.327112189,3
37127,174,0.435159973,0.32794418,10
12089,132.3,0.077908006,0.377108771,4
36059,4770.8,0.244230655,0.321122132,2
22069,30.9,0.433973978,0.278149978,7
56025,14.8,0.038273399,0.290994122,1
4017,11.1,0.477350718,0.312961202,9
48349,49.1,0.169756885,0.298819732,9
21179,109.8,0.059824213,0.298379534,6
38063,2.9,0.029975601,0.459044963,2
51125,31.5,0.130695605,0.440078188,7
20131,14.2,0.019596258,0.33835549,2
31127,17.1,0.0265881,0.33788445,1
20133,27.9,0.037865965,0.340417529,6
28099,51.1,0.394300429,0.281133047,10
20135,2.6,0.025704225,0.436619718,4
5099,13.5,0.319961566,0.354912323,10
6057,104.1,0.037845049,0.447299791,4
10003,1312.1,0.327771371,0.290353724,2
37129,1212.7,0.161912224,0.306405366,3
9009,1418.7,0.202106994,0.313117698,2
51127,106.8,0.164351748,0.331740431,1
9011,401.3,0.131615839,0.330694494,1
29143,25.6,0.166223404,0.339037928,10
361111,27811.3,1,#DIV/0!,0
26123,60.1,0.026936922,0.350793586,7
45071,61.1,0.327102804,0.338577362,7
44005,806.2,0.074313683,0.374718325,1
51700,2599.7,0.476364023,0.250618611,5
5101,9.5,0.023702755,0.423830878,6
13217,402.5,0.486858802,0.246884728,9
18111,34.9,0.021340375,0.354293055,7
28101,37.1,0.373688383,0.28615399,9
29145,93.3,0.062986991,0.320821749,5
48351,14.7,0.218972792,0.353702895,8
16069,47.6,0.075900812,0.334933676,2
36063,402.9,0.098302072,0.349298827,4
21181,36.7,0.013954786,0.306726207,10
54067,38.4,0.013565735,0.374003703,4
27103,76.3,0.061192285,0.287142022,3
56027,0.9,0.028475712,0.379815745,2
18113,115.7,0.020954304,0.299082723,8
39121,36.1,0.034763829,0.470879197,8
40103,15.4,0.120028346,0.334750642,4
27105,30.7,0.140622149,0.285486225,5
29147,25.4,0.049722023,0.259998207,1
48353,16.2,0.0747068,0.306758864,7
2180,0.4,0.785171863,0.181654676,8
25021,1780.8,0.200339388,0.307968097,2
51710,4509.9,0.477252987,0.220865632,4
27107,7.4,0.038301158,0.362007722,4
37131,36.7,0.586247205,0.433268957,10
42095,824.5,0.10693324,0.333056656,2
51131,55.5,0.356369834,0.439625053,8
42097,198.7,0.036428313,0.363822008,8
51133,63.5,0.260558163,0.543179386,5
2188,0.2,0.82583757,0.171946291,8
20137,6.2,0.047697974,0.341620626,3
51720,530.5,0.080897177,0.320060484,8
51135,49,0.410894942,0.329507134,10
40105,18.1,0.224799374,0.339792523,7
28103,15.2,0.727954438,0.303084955,10
31129,7.3,0.01454112,0.43647199,2
48355,432,0.076753206,0.266178074,4
32023,2.5,0.081175848,0.473272174,8
26125,1451.3,0.22624029,0.31093765,2
47131,55.6,0.118016321,0.345723065,6
19141,24.2,0.026083815,0.357008671,4
34029,956.9,0.059177164,0.360383345,2
26127,52,0.033502347,0.361502347,10
48357,10.8,0.03880567,0.225495124,7
13219,213.1,0.099740273,0.279486657,2
45073,125.1,0.091050604,0.386084671,4
55083,37.9,0.025218081,0.379645784,1
26129,37.2,0.021620848,0.442392134,5
46102,#DIV/0!,0.931651408,0.157732895,9
17141,67.1,0.02450759,0.335388724,5
13221,34.3,0.187657765,0.334329746,8
18115,67.8,0.011978097,0.396817248,3
21183,41,0.020965666,0.312284635,8
54069,394.6,0.047682912,0.36620764,2
12091,222.8,0.150061032,0.294366258,4
53047,8,0.155843539,0.367677775,9
12093,54,0.118809736,0.327322628,10
40107,19.6,0.301289469,0.308480741,9
40109,1118.2,0.246621801,0.255116821,4
40111,55,0.274657624,0.323516369,8
28105,108.2,0.411661525,0.206536422,3
21185,355,0.067895291,0.257635023,2
48359,1.4,0.06053496,0.294228062,9
38065,2.7,0.036372951,0.381147541,5
27109,239.2,0.136027694,0.285569854,1
36065,189.4,0.118086742,0.32865226,5
55085,31.9,0.025232591,0.446320835,1
36067,593.3,0.170624652,0.311444775,4
37133,259.2,0.197852117,0.172746265,6
36069,170.6,0.046539358,0.35138899,4
26131,4.4,0.026056946,0.569974116,5
6059,4030,0.252260224,0.274833269,5
12095,1528.2,0.296304264,0.231469349,6
18117,48.9,0.023654369,0.34516907,5
36071,470.6,0.171482729,0.2675029,7
37135,366.9,0.210111829,0.260780541,5
48361,250.5,0.108612933,0.294356962,7
50017,42.2,0.01703507,0.384220146,1
51137,107.5,0.152712586,0.349416003,6
45075,78.6,0.641831734,0.337232843,8
29149,13.3,0.024096386,0.391708567,8
